usec,Time_Of_Day_Seconds,Core,CPU,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,CoreThr,PkgTmp,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,CPU%LPI,SYS%LPI,PkgWatt,CorWatt,GFXWatt,RAMWatt,PKG_%,RAM_%,UncMHz
857,1737210581.747677,-,-,-,-,1712,64.28,2663,2712,0.53,46126,0,239,10909,7056,3766,10864,30,2536,28,544,0.02,3.73,3.71,3.05,17.3,0.13,6.29,0.08,1.57,21.66,2.06,10.55,1.45,67.0,0.0,67.0,154.67,88.73,70.7,63.33,2.16,0.14,0.0,0.0,0.0,0.0,0.0,11.22,7.56,0.8,1.89,0.0,0.0,2900.0
2458,1737210586.756711,-,-,-,-,1356,62.33,2177,2712,0.57,40389,0,221,9153,7053,3744,11335,21,3239,17,489,0.02,2.65,3.68,3.02,18.46,0.06,8.31,0.05,1.59,21.48,2.14,11.82,2.23,70.0,0.0,71.0,152.37,87.98,63.49,55.95,2.53,0.38,0.0,0.0,0.0,0.0,0.0,9.15,5.59,0.8,1.72,0.0,0.0,2900.0
2235,1737210591.764154,-,-,-,-,1328,58.91,2254,2712,0.61,39700,0,352,8175,7041,3774,12269,10,3507,44,724,0.03,2.22,3.7,3.1,20.78,0.01,9.24,0.08,2.15,23.02,2.15,13.27,2.65,71.0,0.0,71.0,148.57,87.7,59.53,52.17,2.93,0.46,0.0,0.0,0.0,0.0,0.0,9.39,5.86,0.79,1.66,0.0,0.0,2900.0
2886,1737210596.771902,-,-,-,-,1649,63.3,2605,2712,0.47,43140,0,152,11211,7617,3977,11615,4,2680,13,394,0.02,3.65,3.89,3.38,18.39,0.0,6.47,0.01,1.05,21.99,2.42,10.91,1.37,71.0,0.0,71.0,152.45,87.5,73.75,65.1,2.17,0.19,0.0,0.0,0.0,0.0,0.0,10.86,7.03,0.95,1.95,0.0,0.0,2900.0
1419,1737210601.778319,-,-,-,-,1372,55.35,2478,2713,0.55,39277,0,210,9820,7516,4181,13610,13,3602,29,547,0.02,2.98,4.01,3.5,23.34,0.01,9.27,0.06,1.7,24.99,2.37,15.07,2.21,64.0,0.0,63.0,141.61,84.64,63.75,53.72,3.13,0.48,0.0,0.0,0.0,0.0,0.0,9.94,6.28,0.88,1.74,0.0,0.0,2900.0
3818,1737210606.786793,-,-,-,-,1198,50.66,2366,2711,0.61,38366,0,247,8971,7811,4291,14643,24,4351,35,759,0.03,2.56,4.35,3.54,25.3,0.04,11.39,0.09,2.31,26.5,2.48,17.37,2.99,66.0,0.0,65.0,133.32,81.93,59.04,47.42,3.38,0.79,0.0,0.0,0.0,0.0,0.0,8.94,5.41,0.8,1.63,0.0,0.0,2900.0
6880,1737210611.801372,-,-,-,-,1500,60.0,2501,2711,0.52,42212,0,364,12958,8496,4176,12417,0,2901,27,585,0.02,4.22,4.36,3.49,19.32,0.0,7.09,0.1,1.6,24.09,2.49,11.93,1.49,60.0,0.0,60.0,148.14,85.98,69.91,60.84,2.64,0.26,0.0,0.0,0.0,0.0,0.0,10.05,6.49,0.75,1.82,0.0,0.0,700.0
904,1737210616.808081,-,-,-,-,1287,56.56,2274,2714,0.59,40322,0,348,9160,7770,4105,13145,6,3627,36,711,0.03,2.89,4.01,3.4,21.68,0.01,9.33,0.09,2.29,23.89,2.47,14.43,2.66,67.0,0.0,67.0,143.69,85.94,63.14,54.39,2.92,0.78,0.0,0.0,0.0,0.0,0.0,8.84,5.26,0.82,1.71,0.0,0.0,2900.0
1915,1737210621.817592,-,-,-,-,1268,60.1,2111,2712,0.59,40594,0,569,7434,7432,3764,11544,63,3357,25,595,0.05,2.01,4.72,3.03,19.41,0.17,8.68,0.12,1.91,23.09,2.01,12.61,2.19,61.0,0.0,61.0,149.07,87.33,61.83,53.78,2.42,0.53,0.0,0.0,0.0,0.0,0.0,8.82,5.2,0.85,1.68,0.0,0.0,1800.0
1291,1737210626.824135,-,-,-,-,1477,57.38,2575,2712,0.54,41928,0,198,13268,8339,4290,13347,8,3359,31,655,0.02,4.73,4.3,3.46,20.73,0.0,7.77,0.09,1.77,25.52,2.41,12.77,1.92,65.0,0.0,65.0,143.82,84.39,68.7,58.44,2.84,0.4,0.0,0.0,0.0,0.0,0.0,9.8,6.34,0.67,1.79,0.0,0.0,2900.0
4943,1737210631.835319,-,-,-,-,1220,57.89,2109,2711,0.61,40483,0,154,8805,7513,3932,12408,5,3544,30,602,0.02,2.63,3.82,3.26,20.83,0.01,9.66,0.09,1.98,23.24,2.24,13.6,3.02,61.0,0.0,61.0,145.54,86.06,60.8,52.16,3.12,0.67,0.0,0.0,0.0,0.0,0.0,8.28,4.87,0.69,1.62,0.0,0.0,700.0
1921,1737210636.843065,-,-,-,-,1142,60.31,1893,2713,0.63,39856,0,450,6521,7097,3456,11199,33,3374,34,699,0.04,1.96,4.35,2.87,19.39,0.07,9.1,0.04,2.12,22.9,1.97,12.3,2.52,60.0,0.0,60.0,150.05,87.3,58.66,50.76,2.6,0.57,0.0,0.0,0.0,0.0,0.0,8.14,4.73,0.7,1.57,0.0,0.0,1600.0
2750,1737210641.851623,-,-,-,-,1541,66.25,2326,2712,0.5,43355,0,336,9098,7531,3636,10050,19,2698,11,429,0.04,3.46,4.24,2.95,15.3,0.02,6.56,0.02,1.34,21.24,1.98,8.85,1.68,67.0,0.0,66.0,157.67,88.67,71.18,63.7,2.12,0.21,0.0,0.0,0.0,0.0,0.0,9.94,6.25,0.84,1.86,0.0,0.0,2900.0
2025,1737210646.859251,-,-,-,-,1638,62.61,2616,2712,0.47,41628,0,454,8935,6662,3852,11643,19,2906,13,419,0.04,2.81,3.82,3.32,19.21,0.02,7.21,0.03,1.11,21.99,2.2,11.61,1.59,60.0,0.0,60.0,151.86,87.76,70.04,61.43,1.98,0.29,0.0,0.0,0.0,0.0,0.0,11.32,7.18,1.25,1.94,0.0,0.0,1400.0
4483,1737210651.869909,-,-,-,-,1189,58.22,2043,2711,0.62,39334,0,608,7972,7509,3568,12038,63,3616,31,502,0.06,2.32,4.39,2.99,20.73,0.16,9.66,0.09,1.61,23.48,2.12,13.26,2.93,60.0,0.0,61.0,147.12,86.74,58.9,50.64,3.03,0.45,0.0,0.0,0.0,0.0,0.0,8.27,4.81,0.71,1.63,0.0,0.0,1400.0
991,1737210656.875805,-,-,-,-,1484,60.5,2452,2713,0.53,42990,0,868,11664,8676,4039,12057,26,2973,24,478,0.07,4.04,4.75,3.4,18.8,0.06,7.26,0.04,1.34,24.34,2.49,11.07,1.59,67.0,0.0,65.0,148.81,86.44,69.55,60.2,2.28,0.15,0.0,0.0,0.0,0.0,0.0,9.9,6.35,0.72,1.81,0.0,0.0,2900.0
1707,1737210661.882589,-,-,-,-,1285,55.96,2296,2712,0.58,39433,0,161,8861,7293,4029,12815,16,3812,42,693,0.02,2.78,3.88,3.22,22.14,0.02,9.95,0.1,2.19,23.97,2.37,14.58,3.12,61.0,0.0,61.0,141.56,84.44,60.68,50.72,3.07,0.56,0.0,0.0,0.0,0.0,0.0,9.21,5.76,0.72,1.65,0.0,0.0,2000.0
4096,1737210666.89206,-,-,-,-,1277,54.13,2359,2711,0.63,39667,0,281,8509,7327,4217,13546,6,4004,33,839,0.03,2.44,4.02,3.24,23.1,0.02,10.57,0.06,2.62,25.1,2.22,15.3,3.25,60.0,0.0,59.0,139.75,84.93,57.82,48.84,3.48,0.75,0.0,0.0,0.0,0.0,0.0,9.23,5.74,0.77,1.62,0.0,0.0,2000.0
1276,1737210671.901485,-,-,-,-,1511,57.82,2613,2713,0.53,41982,0,173,12676,8397,4329,12843,1,3256,23,611,0.02,4.3,4.36,3.65,20.23,0.0,8.12,0.05,1.69,24.92,2.73,12.69,1.84,65.0,0.0,65.0,144.82,85.22,69.28,59.33,2.56,0.33,0.0,0.0,0.0,0.0,0.0,10.18,6.65,0.72,1.82,0.0,0.0,2900.0
2119,1737210676.90921,-,-,-,-,1237,55.4,2233,2712,0.6,39463,0,277,9328,7878,4383,13204,15,3698,21,635,0.03,2.89,4.03,3.61,22.46,0.04,9.8,0.07,1.92,24.94,2.62,14.48,2.56,59.0,0.0,60.0,142.5,85.39,61.15,51.39,2.81,0.37,0.0,0.0,0.0,0.0,0.0,8.73,5.27,0.73,1.66,0.0,0.0,1100.0
9583,1737210681.925375,-,-,-,-,1114,58.22,1916,2709,0.64,38710,0,193,6179,7082,3918,12145,20,3810,33,718,0.02,1.74,3.8,3.17,20.87,0.02,10.09,0.09,2.19,22.62,2.27,13.91,2.98,59.0,0.0,59.0,147.31,87.0,59.32,51.06,2.88,0.59,0.0,0.0,0.0,0.0,0.0,7.86,4.5,0.67,1.59,0.0,0.0,600.0
1044,1737210686.931909,-,-,-,-,1448,62.54,2312,2716,0.53,42166,0,657,10056,7992,4104,11671,89,2668,38,535,0.06,3.66,4.61,3.26,18.0,0.15,6.42,0.09,1.51,22.92,2.15,10.97,1.42,62.0,0.0,62.0,152.21,87.82,69.74,61.72,2.22,0.22,0.0,0.0,0.0,0.0,0.0,9.54,6.0,0.72,1.8,0.0,0.0,2900.0
5249,1737210691.944149,-,-,-,-,1253,57.28,2188,2711,0.58,39788,0,369,9163,7405,3734,12536,11,3579,44,712,0.02,2.68,3.8,3.12,20.98,0.04,9.71,0.14,2.44,23.55,2.21,13.98,2.97,59.0,0.0,59.0,144.85,85.71,61.54,52.99,3.4,0.48,0.0,0.0,0.0,0.0,0.0,8.73,5.27,0.73,1.67,0.0,0.0,800.0
3885,1737210696.954854,-,-,-,-,1173,55.79,2102,2712,0.63,38924,0,603,8194,7109,4002,12832,9,3803,25,615,0.04,2.3,3.68,3.34,22.58,0.01,10.38,0.03,2.11,24.19,2.39,14.75,2.89,59.0,0.0,59.0,142.91,86.07,58.18,49.4,3.12,0.42,0.0,0.0,0.0,0.0,0.0,8.56,5.09,0.75,1.61,0.0,0.0,1400.0
2741,1737210701.962915,-,-,-,-,1560,61.32,2543,2713,0.51,42744,0,156,11571,7519,4021,12043,4,2710,26,599,0.02,4.2,3.74,3.44,18.96,0.0,6.58,0.1,1.87,23.07,2.43,11.41,1.77,60.0,0.0,60.0,149.95,86.89,71.25,62.47,2.42,0.22,0.0,0.0,0.0,0.0,0.0,10.46,6.84,0.8,1.85,0.0,0.0,1400.0
3301,1737210706.972574,-,-,-,-,1387,60.64,2288,2712,0.56,45005,0,728,8592,7808,3517,11216,47,2976,40,567,0.07,2.78,5.34,3.02,19.16,0.1,7.45,0.05,1.63,24.32,2.0,11.32,1.72,59.0,0.0,59.0,150.75,88.03,64.51,56.53,2.15,0.39,0.0,0.0,0.0,0.0,0.0,9.64,6.12,0.74,1.73,0.0,0.0,1500.0
1382,1737210711.979318,-,-,-,-,1189,57.45,2070,2713,0.66,38505,0,233,7451,6939,3648,12590,15,3831,44,789,0.02,2.0,3.57,2.98,21.61,0.05,10.16,0.1,2.31,23.31,2.08,14.34,2.81,60.0,0.0,60.0,146.79,87.46,56.84,49.24,2.85,0.71,0.0,0.0,0.0,0.0,0.0,8.41,5.04,0.68,1.58,0.0,0.0,2000.0
884,1737210716.985727,-,-,-,-,1450,61.85,2344,2712,0.62,41212,0,118,10151,8424,4430,12512,8,2992,28,657,0.01,3.67,4.2,3.49,18.33,0.01,6.81,0.07,1.76,23.87,2.23,10.57,1.48,68.0,0.0,67.0,153.96,89.73,64.62,57.18,1.61,0.18,0.0,0.0,0.0,0.0,0.0,9.74,6.4,0.6,1.69,0.0,0.0,2900.0
5032,1737210721.996529,-,-,-,-,1449,53.63,2703,2711,0.76,38168,0,265,9804,9718,5584,15626,11,4349,27,812,0.03,3.15,5.07,4.25,22.16,0.01,9.85,0.04,2.07,28.33,2.83,12.84,2.37,59.0,0.0,58.0,145.05,89.61,54.88,47.04,1.44,0.35,0.0,0.0,0.0,0.0,0.0,10.83,7.56,0.59,1.54,0.0,0.0,1100.0
2182,1737210727.004836,-,-,-,-,1233,53.21,2316,2713,0.65,39051,0,604,8888,8879,4232,13690,75,3840,79,833,0.07,2.6,5.56,3.51,22.91,0.13,9.75,0.15,2.43,27.3,2.52,14.67,2.31,59.0,0.0,59.0,140.72,85.85,58.69,49.8,2.9,0.44,0.0,0.0,0.0,0.0,0.0,8.81,5.37,0.7,1.61,0.0,0.0,1400.0
1221,1737210732.011163,-,-,-,-,1481,62.17,2383,2712,0.54,42783,0,433,11074,8291,3999,12368,2,2685,19,476,0.02,4.03,4.36,3.34,18.59,0.0,6.32,0.05,1.34,23.31,2.34,10.71,1.47,61.0,0.0,61.0,152.75,88.49,71.02,62.71,1.7,0.22,0.0,0.0,0.0,0.0,0.0,9.5,6.04,0.66,1.83,0.0,0.0,2000.0
5629,1737210737.024163,-,-,-,-,1286,61.77,2082,2711,0.59,41552,0,624,8572,7690,3928,11341,98,2936,30,487,0.06,2.7,4.87,3.26,18.44,0.29,7.3,0.07,1.46,23.72,2.17,10.49,1.86,58.0,0.0,58.0,152.78,88.2,61.91,54.19,1.95,0.38,0.0,0.0,0.0,0.0,0.0,8.69,5.29,0.65,1.66,0.0,0.0,1000.0
3138,1737210742.034663,-,-,-,-,1302,61.1,2129,2713,0.59,40277,0,313,7433,6985,3976,12015,16,3256,42,594,0.03,2.25,3.75,3.22,19.93,0.02,8.17,0.09,1.67,22.53,2.07,12.07,2.23,57.0,0.0,57.0,152.48,89.12,62.08,55.03,2.16,0.47,0.0,0.0,0.0,0.0,0.0,8.95,5.39,0.8,1.69,0.0,0.0,1100.0
1290,1737210747.041443,-,-,-,-,1488,60.39,2463,2712,0.55,43016,0,251,11234,8175,4299,12490,7,3053,26,597,0.02,4.01,4.25,3.62,18.79,0.01,7.38,0.06,1.71,24.1,2.53,11.47,1.52,61.0,0.0,61.0,149.57,87.21,70.22,61.0,2.0,0.18,0.0,0.0,0.0,0.0,0.0,9.75,6.3,0.65,1.8,0.0,0.0,2300.0
1574,1737210752.048601,-,-,-,-,1240,60.15,2062,2712,0.61,40077,0,260,7880,7137,3653,11707,12,3383,23,638,0.03,2.4,3.81,3.04,19.8,0.02,8.89,0.09,1.97,22.43,2.21,12.71,2.5,59.0,0.0,59.0,149.86,87.74,60.91,52.96,2.73,0.39,0.0,0.0,0.0,0.0,0.0,8.54,5.16,0.68,1.62,0.0,0.0,1700.0
6242,1737210757.061214,-,-,-,-,1197,55.91,2142,2711,0.63,38661,0,296,8505,6961,4096,12717,13,3743,39,777,0.03,2.49,3.76,3.47,21.94,0.03,10.07,0.16,2.35,24.51,2.42,14.42,2.74,58.0,0.0,58.0,143.7,86.14,59.27,50.46,2.7,0.61,0.0,0.0,0.0,0.0,0.0,8.61,5.18,0.72,1.62,0.0,0.0,700.0
3005,1737210762.07068,-,-,-,-,1488,60.1,2475,2713,0.54,42526,0,263,11629,7662,4272,12264,5,3117,25,577,0.02,4.24,4.02,3.43,18.96,0.0,7.62,0.09,1.75,23.56,2.53,11.8,2.01,59.0,0.0,60.0,147.9,85.99,70.18,60.94,2.72,0.27,0.0,0.0,0.0,0.0,0.0,9.79,6.34,0.65,1.8,0.0,0.0,1900.0
9050,1737210767.087009,-,-,-,-,1240,60.61,2048,2710,0.62,39956,0,192,7707,7101,3674,11686,9,3462,25,580,0.02,2.31,3.79,2.96,19.73,0.01,9.01,0.05,1.7,22.53,2.02,12.44,2.4,58.0,0.0,58.0,152.01,88.96,60.93,53.78,2.05,0.7,0.0,0.0,0.0,0.0,0.0,8.55,5.17,0.67,1.64,0.0,0.0,600.0
6991,1737210772.101944,-,-,-,-,1146,59.1,1938,2713,0.64,39146,0,491,6968,7059,3312,11411,22,3360,38,759,0.05,2.24,4.62,2.84,19.87,0.05,9.03,0.07,2.38,23.71,1.94,12.52,2.73,57.0,0.0,57.0,147.92,87.58,57.88,50.26,2.78,0.4,0.0,0.0,0.0,0.0,0.0,8.11,4.67,0.7,1.59,0.0,0.0,700.0
1190,1737210777.109179,-,-,-,-,1482,62.01,2389,2714,0.54,42653,0,435,11452,7818,3999,11176,15,2823,29,493,0.05,4.0,4.65,3.28,17.91,0.02,6.84,0.04,1.42,23.38,2.32,10.53,1.75,61.0,0.0,61.0,151.07,87.24,69.71,60.71,2.04,0.16,0.0,0.0,0.0,0.0,0.0,10.03,6.54,0.67,1.78,0.0,0.0,2600.0
1647,1737210782.115721,-,-,-,-,1254,55.05,2278,2712,0.61,38817,0,417,8069,8090,3926,12605,38,3736,23,679,0.04,2.56,5.42,3.24,21.67,0.08,9.96,0.06,2.17,26.09,2.24,14.09,2.53,60.0,0.0,60.0,141.75,84.89,61.67,52.03,2.56,0.8,0.0,0.0,0.0,0.0,0.0,8.96,5.47,0.74,1.66,0.0,0.0,1700.0
6442,1737210787.12971,-,-,-,-,1145,54.49,2103,2711,0.65,38997,0,590,7597,7764,3903,12948,145,3976,74,613,0.06,2.23,4.71,3.27,22.75,0.3,10.63,0.14,1.72,25.92,2.34,14.39,2.85,57.0,0.0,57.0,142.08,85.14,58.34,48.6,2.5,0.8,0.0,0.0,0.0,0.0,0.0,8.21,4.82,0.66,1.59,0.0,0.0,700.0
2809,1737210792.139028,-,-,-,-,1502,62.56,2400,2713,0.53,43023,0,763,11023,8070,3869,11199,9,2692,13,485,0.07,4.11,4.77,3.11,17.53,0.01,6.81,0.01,1.27,23.42,2.09,10.46,1.46,66.0,0.0,65.0,151.81,86.59,69.89,60.62,2.06,0.25,0.0,0.0,0.0,0.0,0.0,10.02,6.54,0.66,1.8,0.0,0.0,2600.0
4497,1737210797.149708,-,-,-,-,1215,56.26,2161,2712,0.61,39205,0,159,8861,8010,4048,12695,10,3772,26,637,0.02,2.71,4.16,3.4,21.76,0.02,9.89,0.04,2.0,24.19,2.42,14.29,2.85,60.0,0.0,60.0,143.23,85.74,60.13,51.05,2.69,0.87,0.0,0.0,0.0,0.0,0.0,8.49,5.09,0.68,1.62,0.0,0.0,2000.0
2990,1737210802.159899,-,-,-,-,1085,59.02,1839,2712,0.65,38033,0,210,6304,7033,3803,11962,18,3670,31,731,0.03,1.84,3.73,2.97,20.25,0.03,9.85,0.06,2.5,22.69,1.93,13.55,2.81,58.0,0.0,58.0,149.19,88.18,58.85,51.35,2.47,0.57,0.0,0.0,0.0,0.0,0.0,7.84,4.5,0.66,1.56,0.0,0.0,1100.0
3390,1737210807.168495,-,-,-,-,1459,62.63,2330,2712,0.55,42812,0,179,10607,8400,4058,11983,4,2813,13,478,0.02,3.96,4.3,3.41,17.72,0.01,6.84,0.02,1.29,22.98,2.49,10.35,1.55,59.0,0.0,59.0,153.5,88.67,70.56,62.69,1.98,0.25,0.0,0.0,0.0,0.0,0.0,9.22,5.76,0.66,1.8,0.0,0.0,2600.0
1453,1737210812.175488,-,-,-,-,1174,61.55,1906,2713,0.64,39756,0,176,6935,6978,3359,11480,4,3354,31,652,0.02,2.05,3.53,2.89,19.27,0.0,8.75,0.04,2.15,21.74,1.93,12.28,2.5,57.0,0.0,57.0,153.66,89.66,59.52,52.76,2.24,0.45,0.0,0.0,0.0,0.0,0.0,8.16,4.83,0.64,1.6,0.0,0.0,1500.0
1247,1737210817.182245,-,-,-,-,1134,57.31,1978,2712,0.65,38413,0,158,6994,7073,3553,12171,17,3894,41,725,0.02,1.97,3.84,2.97,21.16,0.04,10.62,0.15,2.18,23.69,2.1,13.79,3.12,58.0,0.0,58.0,147.5,87.94,58.19,50.71,2.76,0.66,0.0,0.0,0.0,0.0,0.0,8.18,4.82,0.67,1.58,0.0,0.0,2200.0
1905,1737210822.189719,-,-,-,-,1512,59.6,2537,2712,0.53,42431,0,192,12145,7841,4300,12145,10,2926,18,496,0.02,4.39,4.14,3.66,19.47,0.01,7.38,0.02,1.5,23.96,2.77,12.03,1.64,60.0,0.0,60.0,146.72,85.66,70.89,60.75,2.27,0.28,0.0,0.0,0.0,0.0,0.0,9.95,6.48,0.66,1.81,0.0,0.0,2500.0
2725,1737210827.19953,-,-,-,-,1193,59.43,2008,2712,0.62,39175,0,171,7030,7379,3831,11789,11,3579,43,767,0.02,2.21,3.78,3.09,19.89,0.03,9.39,0.09,2.34,22.71,2.18,13.23,2.45,62.0,0.0,61.0,149.6,88.33,61.53,53.58,2.23,0.52,0.0,0.0,0.0,0.0,0.0,8.12,4.75,0.66,1.62,0.0,0.0,2900.0
1960,1737210832.207597,-,-,-,-,1132,57.5,1968,2712,0.64,38202,0,255,6604,7052,3780,12328,5,3816,40,772,0.03,2.04,3.88,2.98,21.15,0.03,10.11,0.11,2.45,23.64,1.97,13.89,2.99,57.0,0.0,57.0,147.09,87.47,58.71,51.17,2.71,0.74,0.0,0.0,0.0,0.0,0.0,8.08,4.72,0.68,1.59,0.0,0.0,1200.0
3572,1737210837.216676,-,-,-,-,1472,62.04,2373,2712,0.54,42115,0,549,11050,8583,4032,11385,48,2659,24,530,0.06,4.03,4.76,3.42,17.46,0.08,6.72,0.04,1.63,23.48,2.42,10.53,1.54,60.0,0.0,59.0,151.48,87.44,69.89,61.5,2.36,0.29,0.0,0.0,0.0,0.0,0.0,9.7,6.23,0.67,1.78,0.0,0.0,2000.0
1095,1737210842.223039,-,-,-,-,1224,57.41,2132,2713,0.61,40244,0,165,7243,7382,3858,12349,18,3560,29,769,0.02,2.3,3.84,3.24,21.5,0.03,9.49,0.08,2.32,23.57,2.31,14.0,2.7,60.0,0.0,60.0,145.13,85.84,62.11,52.98,2.84,0.66,0.0,0.0,0.0,0.0,0.0,8.49,5.08,0.69,1.65,0.0,0.0,2300.0
2870,1737210847.231665,-,-,-,-,1211,56.35,2149,2711,0.65,38220,0,200,7485,7734,4483,13099,22,3779,59,803,0.02,2.28,4.25,3.52,21.58,0.04,9.5,0.17,2.53,24.91,2.38,13.62,2.75,59.0,0.0,59.0,146.27,88.2,58.63,50.87,2.28,0.65,0.0,0.0,0.0,0.0,0.0,8.46,5.06,0.69,1.6,0.0,0.0,2300.0
3689,1737210852.240999,-,-,-,-,1461,59.63,2451,2712,0.55,42300,0,128,11990,8208,4308,12803,2,3060,25,520,0.01,4.36,4.24,3.6,19.67,0.0,7.32,0.08,1.32,24.23,2.68,11.72,1.74,58.0,0.0,58.0,147.87,85.48,70.36,60.23,2.35,0.32,0.0,0.0,0.0,0.0,0.0,9.46,6.02,0.64,1.8,0.0,0.0,1400.0
4653,1737210857.251571,-,-,-,-,1202,59.55,2019,2712,0.61,39942,0,676,7887,7671,3509,11215,66,3385,35,629,0.06,2.35,5.15,3.06,18.78,0.12,9.19,0.09,1.86,24.04,2.08,11.61,2.73,57.0,0.0,57.0,149.27,87.77,60.76,53.14,2.39,0.51,0.0,0.0,0.0,0.0,0.0,8.48,5.0,0.74,1.63,0.0,0.0,600.0
2175,1737210862.262154,-,-,-,-,1276,60.77,2099,2713,0.58,39837,0,166,6489,6728,3639,11440,19,3321,33,669,0.02,2.02,3.63,3.02,19.5,0.06,9.03,0.06,2.1,22.07,2.04,12.59,2.52,65.0,0.0,65.0,150.62,87.36,63.34,54.95,2.47,0.57,0.0,0.0,0.0,0.0,0.0,8.73,5.17,0.81,1.7,0.0,0.0,2900.0
5773,1737210867.276609,-,-,-,-,1674,66.89,2504,2711,0.52,43451,0,129,9515,6872,3708,10506,4,2342,6,400,0.01,3.56,3.57,3.11,16.16,0.0,5.71,0.03,1.07,20.85,2.0,8.95,1.31,57.0,0.0,57.0,160.15,90.61,69.34,62.75,1.51,0.2,0.0,0.0,0.0,0.0,0.0,10.39,6.9,0.66,1.88,0.0,0.0,600.0
4751,1737210872.287232,-,-,-,-,1258,58.9,2135,2713,0.6,41499,0,241,7267,7724,3862,11892,7,3657,35,619,0.03,2.52,3.97,3.28,19.56,0.02,9.81,0.06,2.08,22.85,2.36,12.82,3.06,58.0,0.0,58.0,146.94,86.09,61.99,53.18,2.95,0.68,0.0,0.0,0.0,0.0,0.0,8.48,5.07,0.69,1.66,0.0,0.0,1500.0
2820,1737210877.295344,-,-,-,-,1522,62.15,2448,2713,0.59,45188,0,776,7904,8812,4128,11050,93,3136,29,531,0.08,2.51,5.13,3.52,17.07,0.13,8.03,0.07,1.56,24.01,2.3,9.52,2.03,67.0,0.0,66.0,155.03,89.62,61.28,54.67,1.94,0.23,0.0,0.0,0.0,0.0,0.0,10.31,6.72,0.78,1.74,0.0,0.0,2900.0
1985,1737210882.303282,-,-,-,-,2111,75.93,2780,2712,0.56,49097,0,1175,8164,6718,3049,6997,176,1736,48,146,0.12,2.93,4.21,2.61,9.69,0.22,4.08,0.04,0.31,17.94,1.38,4.15,0.61,63.0,0.0,63.0,176.29,97.07,70.44,68.03,0.27,0.0,0.0,0.0,0.0,0.0,0.0,12.76,9.13,0.68,1.97,0.0,0.0,2300.0
3150,1737210887.313361,-,-,-,-,1325,60.19,2202,2712,0.62,39522,0,149,6689,6849,3698,11292,8,3737,24,612,0.02,1.93,3.79,3.09,18.95,0.01,10.27,0.04,1.9,22.55,2.22,11.83,3.21,59.0,0.0,59.0,151.67,89.37,59.71,52.98,2.31,0.52,0.0,0.0,0.0,0.0,0.0,8.99,5.58,0.69,1.66,0.0,0.0,1100.0
3384,1737210892.322996,-,-,-,-,1127,57.2,1970,2712,0.64,38463,0,298,7003,7446,3726,11590,85,3812,40,658,0.03,2.13,4.99,3.2,19.71,0.28,10.34,0.13,2.23,24.02,2.23,13.04,3.5,59.0,0.0,59.0,145.34,85.87,58.86,50.57,3.22,0.69,0.0,0.0,0.0,0.0,0.0,7.89,4.5,0.68,1.59,0.0,0.0,1400.0
1425,1737210897.330968,-,-,-,-,1557,58.46,2663,2713,0.56,42247,0,169,12305,8811,4689,13070,4,3374,13,377,0.02,4.46,4.39,3.97,19.68,0.01,8.15,0.02,1.09,24.71,2.92,11.88,2.03,60.0,0.0,60.0,145.43,85.51,69.13,59.13,2.24,0.32,0.0,0.0,0.0,0.0,0.0,10.34,6.9,0.65,1.78,0.0,0.0,2000.0
1530,1737210902.337834,-,-,-,-,1196,56.51,2116,2712,0.62,39008,0,171,7845,7671,4129,12283,10,3927,24,637,0.02,2.42,4.06,3.52,20.86,0.02,10.7,0.02,2.13,24.2,2.47,13.6,3.22,57.0,0.0,57.0,144.49,85.72,61.11,52.38,3.22,0.63,0.0,0.0,0.0,0.0,0.0,8.4,4.99,0.69,1.63,0.0,0.0,1500.0
2104,1737210907.345115,-,-,-,-,1332,52.44,2540,2711,0.66,38440,0,1012,9233,8993,4823,13556,35,4121,36,594,0.1,3.27,6.11,4.04,21.63,0.07,10.55,0.12,1.97,29.04,2.79,12.91,2.81,61.0,0.0,61.0,138.55,85.99,58.34,48.53,1.87,0.33,0.0,0.0,0.0,0.0,0.0,9.92,6.44,0.74,1.62,0.0,0.0,2600.0
3242,1737210912.353038,-,-,-,-,1515,60.49,2507,2710,0.54,42603,0,502,11629,8253,4346,12292,40,2919,16,395,0.05,4.19,4.61,3.68,18.76,0.09,7.05,0.01,1.26,24.2,2.68,10.91,1.73,64.0,0.0,61.0,148.39,85.59,69.98,59.91,2.19,0.28,0.0,0.0,0.0,0.0,0.0,9.93,6.44,0.68,1.81,0.0,0.0,2600.0
2544,1737210917.360954,-,-,-,-,1207,58.11,2079,2711,0.62,39793,0,205,6633,7293,3856,12565,20,3779,34,638,0.02,2.01,4.08,3.22,20.9,0.02,9.86,0.07,1.96,23.16,2.27,13.76,2.7,59.0,0.0,59.0,146.95,86.08,61.26,52.44,3.19,0.5,0.0,0.0,0.0,0.0,0.0,8.26,4.86,0.68,1.63,0.0,0.0,2200.0
